Speaker,About,Sentence
Ross,Rachel,"Yes, very nice Rachel."
Joey,Phoebe,"Okay, Phoebe"
Ross,Phoebe,"Okay Phoebe, I guess you"
Monica,Julie,"Well, you broke up with Julie Grath! How much weight could she have gained?"
Rachel,Monica,Here is a book of poetry that I know Monica loves. And
Rachel,Monica,"Oh, I forgot this was in here. Umm, this was the uh garter that I was saving for my wedding and I wanted it to be Monica"
Phoebe,Rachel,"Well, we just decided that Rachel is gonna be your maid of honor."
Rachel,Joey,"Yeah, Joey kinda disabled it when I moved in."
Erin,Joey,Hey Joey!
Joey,Erin,Erin! Still here!
Erin,Joey,Bye Joey. 
Rachel,Joey,"Oh Joey, I"
Phoebe,Joey,"Joey, she"
Rachel,Joey,"Look Joey, come on she"
Rachel,Phoebe,Phoebe!
Erin,Joey,Joey.
Joey,Erin,Erin.
Erin,Rachel,Hey Rachel.
Rachel,Phoebe,"Oh Phoebe, we forgot that party we have to go to."
Rachel,Erin,How did it go with Erin?
Phoebe,Joey,Does Joey have any idea?
Woman,Ross,"Ross Geller, why do I know that name? It"
Rachel,Joey,Joey
Phoebe,Joey,"Hey Joey, y"
Joey,Don,No! No. Don
Janice,Chandler,Chandler?
Chandler,Monica,"Honestly? Our apartment is a hotbed for electromagnetic activity. Now Monica and I have been immunized, but sadly "
Monica,Chandler,Because Chandler still has feelings for you!
Chandler,Monica,I just wanted to show Monica your book. 
Chandler,Phoebe,"Okay, so Rachel's got 48 and Phoebe has the lead in"
Chandler,Rachel,"Okay, so Rachel's got 48 and Phoebe has the lead in"
Joey,Chandler,Say hello to the new champ of Chandler's dumb states game. 
Ross,Don,Done! With time a
Monica,Joey,"All right, I'm out of oven space. I'm gonna turn on Joey's. Please, watch him! Do not let Joey eat any of the food! "
Chandler,Ross,"Look Ross, if you don't know them by now, you will never know them, okay? That is the beauty of this game. It makes you want to kill yourself. "
Monica,Ross,"Ross, I'm gonna use yours, okay? "
Monica,Chandler,Chandler? Can you give me a hand? 
Chandler,Joey,"Sure, and Joey"
Joey,Chandler,"Don't worry, Chandler, it's not a globe of the United States. "
Joey,Don,"Don't worry, Chandler, it's not a globe of the United States. "
Ross,Phoebe,"Phoebe, why is your bag moving? "
Monica,Ross,Ross
Monica,Joey,We left Joey alone with the food! 
Monica,Phoebe,"Phoebe, why is there a dog in our apartment? "
Monica,Phoebe,"Phoebe, there's a dog sitting on my couch! "
Chandler,Phoebe,"Phoebe, we can hear the dog barking! "
Monica,Chandler,"Oooh, I wish she could stay here, but Chandler is allergic! "
Monica,Chandler,"Chandler, if that dog's been here that long, and you haven't had a reaction, maybe you're not allergic to this dog? "
Monica,Don,Don't do what? 
Joey,Chandler,"Look, Chandler, I told you, never tell anyone about this dog thing. It's like Ross not likin"
Joey,Ross,"Look, Chandler, I told you, never tell anyone about this dog thing. It's like Ross not likin"
Phoebe,Ross,All right. We're gonna take Clunkers to Ross
Monica,Joey,"Please, don't listen to Joey, okay. Would you look at him? He"
Tag,Joey,What did Joey say? I like you back? 
Monica,Phoebe,"Okay Phoebe, we should probably go back now. "
Phoebe,Chandler,"You know if you want, we can sneak the dog back in and Chandler wouldn't even know. "
Phoebe,Chandler,I've had that dog there for three days and Chandler had no idea. He's not so smart. 
Phoebe,Chandler,Where's Chandler? 
Monica,Ross,"Relax, Ross. She's not made of ice cream! "
Ross,Phoebe,"Hey look, Phoebe. I, uh, I laid out the states geographically... "
Ross,Phoebe,"Um, in Phoebe's room. You can't go in there. "
Ross,Monica,Monica's crying. She's very upset about this whole Clunkers thing. 
Chandler,Monica,"Monica's all upset, because I sent Clunkers away. "
Joey,Chandler,"Chandler, it's like a big gerbil."
Joey,Ross,"Ross, you need some help? "
Chandler,Ross,"Okay, I went over to Ross' apartment to bring back Clunkers. Y"
Phoebe,Ross,"Yeah, she came all the way back from Ross' building. Oh, the things she must have seen! And then she climbed up the fire escape and she tapped on the window with her teeny little paw and then we ran to let her in"
Rachel,Monica,"Oh Monica come on, y"
Monica,Joey,Joey!! 
Monica,Ross,Ross! The neighbors ate all my candy!!
Chandler,Don,Don
Monica,Phoebe,"Ross! That is so sweet of you to get Phoebe that bike! When I heard the story, I almost cried."
Monica,Ross,"Ross! That is so sweet of you to get Phoebe that bike! When I heard the story, I almost cried."
Joey,Chandler,Almost cried huh? Hear that Chandler? Almost cried!
Ross,Phoebe,Phoebe really likes the bike huh?
Rachel,Joey,Oh my God! Joey!
Ross,Phoebe,"Phoebe, you can"
Ross,Phoebe,"Okay, Phoebe just"
Ross,Phoebe,Phoebe.
Rachel,Mr. Zelner,"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates? "
Chandler,Joey,Joey!
Phoebe,Don,Don
Rachel,Phoebe,You may need to use this year to teach Ben about Phoebe.
Monica,Phoebe,"Ahh, Phoebe, I'm gonna miss you!"
Phoebe,Rachel,"Yes, you will be very sad. All right, well I gotta go tell Rachel the good news."
Chandler,Joey,"Well, she's just so much fun with Joey, I just assumed, she'd still be living with him."
Phoebe,Joey,"Why do you think, she's having so much fun living with Joey?"
Monica,Phoebe,"Phoebe, don't worry about it. I'm sure she wants to live with you."
Monica,Chandler,"I'm sorry. But not that sorry, 'cause you don't have to live with it. Um, we have a reservation under the name Chandler Bing."
Chandler,Gunther,"Thank you Gunther, put it there. "
Chandler,Joey,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a vile of small pox to release in the hallway?"
Monica,Joey,"It's not just the drum noise. Every five minutes, Joey throws his sticks in the air, and I have to hear, "
Monica,Joey,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?"
Monica,Phoebe,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?"
Monica,Rachel,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?"
Rachel,Joey,"Joey, y"
Rachel,Joey,"Oh, isn't that adorable? Joey is afraid of the tarantula."
Phoebe,Joey,Because you would rather live here with Joey.
Phoebe,Chandler,Monica and Chandler said that you were having so much fun here. And apparently no amount of drums or tarantulas is gonna change that.
Phoebe,Monica,Monica and Chandler said that you were having so much fun here. And apparently no amount of drums or tarantulas is gonna change that.
Rachel,Phoebe,Phoebe?
Rachel,Joey,"Did you get all this stuff for Joey to try and drive me out of the apartment? Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!"
Rachel,Phoebe,"It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates"
Phoebe,Monica,"Great, all right, okay, and Monica ask me to make the drumming stop."
Ross,Chandler,"I'm sorry, Chandler but this, this is really important to me."
Rachel,Phoebe,"Phoebe, it"
Rachel,Joey,"Joey, would you just come out here and stop being such a baby!"
Rachel,Chandler,"Chandler, this is not addressed to you. This is addressed to Mrs. Braverman downstairs. "
Rachel,Mrs. Braverman,"Chandler, this is not addressed to you. This is addressed to Mrs. Braverman downstairs. "
Rachel,Chandler,"Chandler, you stole this cheesecake. That is wrong."
Phoebe,Joey,"Oh, I have dinner plans with Joey. We get together about once a month to discuss the rest of you guys."
Ross,Cousin Frannie,Cousin Frannie
Ross,Phoebe,Phoebe he
Joey,Ross,The Ross
Rachel,Chandler,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?"
Monica,Joey,"Joey, that paper"
Monica,Ross,"Wait a minute, you got Ross Gellar and guest?! I wasn"
Chandler,Mrs. Braverman,Mrs. Braverman must be out. 
Monica,David,David who?
Phoebe,David,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!"
Phoebe,Russ,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!"
David,Phoebe,Phoebe?
Phoebe,David,David! 
Monica,Phoebe,"Phoebe, can I talk to you for a second?"
Phoebe,Joey,"Well, I have plans with Joey tonight."
Phoebe,David,Or! I should rush through dinner with Joey and I can meet David at 9
Phoebe,Joey,Or! I should rush through dinner with Joey and I can meet David at 9
Chandler,Monica,"Oh really? Uh, Monica said she had a date at 9"
Phoebe,Joey,"Oh Joey, we"
Phoebe,Joey,"God Joey, this is taking forever!"
Phoebe,Joey,"Come on Joey, don"
Rachel,Joey,"Oh, what are you going to do?! Are you gonna go run tell Monica?! Are you gonna tell Joey?! No! Because then you will have to tell them what we did! We are desert stealers! We are living outside the law!"
Rachel,Monica,"Oh, what are you going to do?! Are you gonna go run tell Monica?! Are you gonna tell Joey?! No! Because then you will have to tell them what we did! We are desert stealers! We are living outside the law!"
Ross,Aunt Millie,"Oh, hey Aunt Millie."
Monica,Ross,Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!
David,Phoebe,Bye Phoebe. 
Joey,Monica,Then why are you wearing Monica
Ross,Joey,Joey come
Ross,Joey,Joey!
Phoebe,Don,Don
Ross,Monica,Rachel!! Monica!!
Ross,Rachel,Rachel!! Monica!!
Joey,Ross,Ross. I was thinking we could just go down the fire escape. 
Joey,Ross,What? No! No Ross! No
Rachel,Mr. Zelner,"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a "
Joey,Ross,"Ross, you should know that my pants are startin"
Rachel,Joey,"Joey, it"
Rachel,Joey,"Joey, Joey I am so sorry."
Monica,Ross,That was me and Ross.
Chandler,Joey,Joey! Joe! 
Phoebe,Chandler,Chandler?
Rachel,Joey,"Come on Joey, I just bought you a new chair! The most expensive one in the store! Hey, y"
Rachel,Joey,"Joey, the new chair will be here in an hour. Maybe we should actually move Rosita out of here. Y"
Rachel,Joey,"Joey, I really don"
Ross,Monica,"Well, not right now. Okay look, Monica came here for some memories and damnit, we"
Phoebe,Earl,"Earl, you"
Phoebe,Earl,"All right so Earl, let"
Monica,Ross,"So wait, Ross"
Rachel,Chandler,Hey Chandler!
Chandler,Joey,Joey you broke my chair!!
Chandler,Joey,So Joey breaks my chair and I get nothing!
Earl,Phoebe,Phoebe? The lady who sells toner?
Monica,Chandler,Do you guys know what happened to Chandler
Rachel,Joey,"Oh yeah, Joey broke it. Had to get rid of it."
Phoebe,Monica,Rachel! Come on out! Monica made breakfast!
Phoebe,Rachel,Rachel! Come on out! Monica made breakfast!
All,Phoebe,Come on Phoebe! You can do it Phoebe! Come on!
Rachel,Monica,"Thirty. Ugh, I mean thirty! Monica, do you remember mean, old Mrs. Kreeger in the fifth grade? She was thirty!"
Monica,Ross,"Well, doing nothing on your thirtieth is better than doing something stupid, like Ross."
Chandler,Ross,"Ross, a sports car? Wouldn"
Rachel,Ross,"Really! God Ross, what were you thinking? "
Tag,Rachel,"Look Rachel, I know what you"
Monica,Ross,"Ross, just forget about it. This guy"
Ursula,Phoebe,Yes! Phoebe.
Chandler,Monica,"Okay before we start the celebration, Monica has to go put on her party dress."
Chandler,Monica,Monica
Chandler,Monica,Monica
Rachel,Joey,"Okay, but taking care of a drunk, naked woman seems like a job for Joey."
Rachel,Ross,"No! Ross, no! It is not fine! Eh"
Phoebe,Don,Don
Monica,Phoebe,"Phoebe, y"
Rachel,Ross,"Ross, I really don"
Rachel,Joey,"Hey Joey, can I"
Tag,Rachel,"Rachel, don"
Monica,Ross,"Okay, so Ross will be doing the reading."
Joey,Cecilia Monroe,"Uh Cecilia Monroe, she plays Jessica Lockhart."
Joey,Jessica Lockhart,"Uh Cecilia Monroe, she plays Jessica Lockhart."
Chandler,Don,Don
Rachel,Cecilia Monroe,"Cecilia Monroe man, what a great actress."
Rachel,Gunther,"Oh, well, we can hand it to Gunther and he'll put it in lost and found."
Rachel,Phoebe,"Phoebe, you had a date three days ago."
Rachel,Phoebe,No Phoebe! You cannot get the phone that way
Rachel,Phoebe,Phoebe!
Rachel,Phoebe,Phoebe! You can
Rachel,Phoebe,Oh Phoebe!
Cecilia,Joey,"Joey, well thank you. That is so sweet. Oh, excuse me. "
Cecilia,Joey,"All right Joey, I will help you. Not because I"
Phoebe,Rachel,"Rachel, listen"
Rachel,Jessica Lockhart,"Oh my God! Oh my God!! Ohh, Jessica Lockhart!! In my apartment!! I am such a huge fan! I am such a huge fan!"
Joey,Rachel,"That uh, that is my roommate Rachel."
Cecilia,Joey,"That is a tricky one. Well, Joey I really wanna thank you. You"
Ross,Joey,"Uh, before we do uh, are any of Joey"
Ben,Don,Don
Monica,Phoebe,"Phoebe, we"
Chandler,Monica,"No, but Horny for Monica Minister called, wanting to know if we were still together."
Monica,Joey,Joey look it
Monica,Phoebe,"No Phoebe, those are like the side affects and stuff."
Monica,Phoebe,"Phoebe, relax none of that stuff ever happens! They just put it on there for legal reasons!"
Monica,Phoebe,"Phoebe, your liver is right here. "
Carol,Rachel,Hey Rachel! 
Rachel,Don,Don
Ben,Don,Don
Rachel,Don,No! Don
Monica,Phoebe,"Phoebe, your face is fine! Come on, none of this stuff is going to happen to you! Stop being such a baby!"
Monica,Ross,"No that is not what happened with us. Well, I was umm, I was really sad that night because this guy that I was Ross"
Monica,Chandler,"And then Chandler was, was really sweet and he consoled me. And well we drank too much"
Chandler,Joey,Joey! Joey! Joey! J
Monica,Chandler,"Chandler, please! Do you know how unbelievably glad I am that Joey was not there that night?!"
Monica,Joey,"Chandler, please! Do you know how unbelievably glad I am that Joey was not there that night?!"
Monica,Chandler,"Wait Chandler come on, let"
Ross,Rachel,Rachel! What are you doing here?
Joey,Chandler,"Chandler, come on nothing even happened!"
Joey,Chandler,"Yeah for like a half an hour one night! Chandler, she wants you for the rest of her life! You"
Chandler,Monica,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important."
Chandler,Monica,So did Monica tell you about this great band called the Swing Kings that we
Monica,Chandler,Chandler.
Joey,Monica,"This is impossible Monica, why don"
Megan,Monica,Monica!
Rachel,Phoebe,No! You gotta get me out of here Phoebe! These bargain shoppers are crazy!
Chandler,Ross,"So Ross, how was your date the other night? Did you tell her about the magical ride that starts with the flush of every toilet?"
Ross,Joey,No Joey! Look why don
Chandler,Joey,Joey got meat sauce on the banister again! 
Monica,Phoebe,"Phoebe, he"
Chandler,Monica,"Look all I know is when Monica and I went to see them, we had fun! And there"
Kristen,Joey,Joey!
Kristen,Joey,"Well uh, Ross? This is Joey. Joey? Ross."
Kristen,Ross,"Well uh, Ross? This is Joey. Joey? Ross."
Ross,Joey,"So Joey umm, you look familiar. Are uh, are you on TV or something?"
Kristen,Joey,Well Joey doesn
Kristen,Eric,"Yeah, little Eric."
Joey,Ross,No. It just seems like Ross is the kind of a guy that would marry a woman on the verge of being a lesbian and then push her over the edge.
Ross,Marcel,Hey you leave Marcel out of this!
Monica,Joey,Joey!
Rachel,Don,"Oh, stop that! Don"
Monica,Phoebe,"Phoebe, I"
Rachel,Joey,"Well Joey, you"
Monica,Phoebe,"Okay, stop it Phoebe, you"
Joey,Ross,Ross has a boyfriend.
Jake,Phoebe,Bye Phoebe.
Monica,Phoebe,"Phoebe, it"
Rachel,Joey,"Now Joey remember, if you win you have to hug me! You hug me!"
Rachel,Joey,Joey! Why did we have to rush out of there so fast?!
Rachel,Joey,Joey I don
Rachel,Joey,"Joey, you have got to take this back!"
Rachel,Joey,Joey is says Best Supporting Actress!
Rachel,Joey,"Joey no, this is wrong! You have to take it back, okay? You don"
Monica,Chandler,Have you seen Chandler?
Monica,Phoebe,Phoebe! Come on I
Joey,Rachel,"Ah, this is my friend Rachel."
Monica,Phoebe,"Hey Phoebe, will you give me a hand? "
Ross,Cassie,Cassie?
Monica,Ross,"Ross, she"
Rachel,Phoebe,"Oh my God Phoebe, this is impossible! We can"
Phoebe,Rachel,"Rachel, calm down!"
Rachel,Phoebe,"Phoebe, I already, I already did."
Rachel,Monica,Ooh great! Very Monica.
Cassie,Chandler,I thought I heard voices. You must be Chandler.
Ross,Chandler,What?! Chandler she
Monica,Aunt Marilyn,She looks exactly like Aunt Marilyn.
Chandler,Aunt Marilyn,"Umm, so this Aunt Marilyn is"
Monica,Joey,Joey! This is not like learning to ride a horse! This is like learning to
Cassie,Ross,Hey Ross!
Cassie,Monica,Thanks for letting me stay here! I mean Monica
Cassie,Chandler,Oh my God! You do a great Chandler!
Ross,Cassie,"Cassie, how you"
Woman,Monica,"So, what time is Monica supposed to get here?"
Monica,Joey,Joey!
Monica,Phoebe,Phoebe! Rachel! It
Monica,Rachel,Phoebe! Rachel! It
Rachel,Monica,"Oh Monica, we are so sorry."
Phoebe,Cassie,"Cassie, are you finding everything okay in there?"
Joey,Chandler,Probably Monica and Chandler.
Joey,Monica,Probably Monica and Chandler.
Monica,Chandler,"Chandler, relax it"
Monica,Joey,Joey!
Monica,Ross,Ross
Monica,Rachel,"All right, all right. Maybe I can fit them in if I just do some rearranging. But uh, Rachel may actually have to sit at the bar!"
Rachel,Chandler,"So Joey I just hooked Ross and Chandler up with some tuxedos for the wedding, do you need one?"
